id,label,text
464,smish,আপনার GP অ্যাকাউন্ট ২৪ ঘণ্টার মধ্যে ব্লক হবে যদি এখনই gp-safe24.org এ লগইন না করেন। নাম্বার ও OTP দিন।
465,smish,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।"
466,smish,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। আপনার তথ্য রক্ষা করতে এখনই bkash-safelogin.org এ যান এবং পাসওয়ার্ড রিসেট করুন।
467,smish,"প্রিয় ব্যবহারকারী, Microsoft Lottery থেকে শুভেচ্ছা! আপনি ৫০,০০০ ডলার জিতেছেন। এটি দাবি করতে bd-microsoftprize.org এ লগইন করুন।"
468,smish,সোনালী ব্যাংক ইন্টারনেট ব্যাংকিং সাসপেন্ড হয়েছে। পুনরায় চালু করতে sonali-ibverify.org এ যান এবং অ্যাকাউন্ট ডিটেইলস দিন।
469,smish,গ্রামীণফোন থেকে বার্তা: আপনার অ্যাকাউন্টে অননুমোদিত কার্যক্রম শনাক্ত হয়েছে। নিরাপত্তার জন্য এখনই gp-securebd.org এ যাচাই করুন।
470,promo,"Daraz Fashion Week শুরু হয়েছে! শার্ট, প্যান্ট, শাড়ি আর অ্যাকসেসরিজে সর্বোচ্চ ৬০% ছাড়। কোড ব্যবহার করুন FASHION60। সীমিত সময়ের জন্য।"
471,promo,"GP গ্রাহকরা আজ পাচ্ছেন সুপার বোনাস: ২ জিবি মাত্র ২৯ টাকা, বৈধতা ২ দিন। সক্রিয় করতে *121*29# ডায়াল করুন। অফার আজ রাত পর্যন্ত।"
472,promo,Robi eShop থেকে স্মার্টফোন কিনলে পাচ্ছেন ফ্রি পাওয়ারব্যাংক। অফার স্টক শেষ না হওয়া পর্যন্ত চলবে। এখনই অর্ডার করুন।
473,promo,"Banglalink গ্রাহকদের জন্য ফ্ল্যাশ অফার: ১ জিবি মাত্র ১১ টাকা, বৈধতা ২৪ ঘণ্টা। সক্রিয় করতে *5000*11#।"
474,promo,Shohoz Food App-এ আজ সব অর্ডারে ১৫% ছাড়। কোড: SHOHOZ15 ব্যবহার করুন। বন্ধুদের সাথে খাবার হোক আরও সাশ্রয়ী।
475,promo,Daraz Electronics Fair চলছে! ল্যাপটপ আর গ্যাজেট কিনলে ৩০% ডিসকাউন্ট। এখনই অর্ডার করুন।
476,promo,Robi গ্রাহকদের জন্য ডেটা বোনাস: ২০০ টাকা রিচার্জে ২ জিবি ফ্রি। অফার সীমিত সময়ের জন্য।
477,promo,GP App ব্যবহার করে রিচার্জ করলে পাচ্ছেন ১০% ক্যাশব্যাক। অফার মাসের শেষ পর্যন্ত প্রযোজ্য।
478,promo,Pathao App থেকে রাইড বুক করলে আজ ২৫% ডিসকাউন্ট। কোড PATHAO25 ব্যবহার করুন। বৈধ শুধুমাত্র আজকের জন্য।
479,promo,Banglalink Game Portal এ সাবস্ক্রিপশন প্রথম সপ্তাহ ফ্রি। গেম খেলুন সীমাহীন।
480,promo,Daraz Mall এ শপিং করলে এখনই ২০০ টাকা ডিসকাউন্ট ভাউচার ফ্রি। কেবল নতুন ইউজারদের জন্য প্রযোজ্য।
481,promo,GP STAR গ্রাহকরা আজ পাচ্ছেন বিশেষ সুবিধা: ৫০০ টাকার শপিং ভাউচার। ব্যবহার করুন Daraz এ।
482,promo,Robi Music App সাবস্ক্রিপশন ৩০ দিনের জন্য মাত্র ৩৯ টাকা। গান শুনুন সীমাহীন।
483,promo,Shohoz Tickets দিয়ে ট্রেন টিকিট কিনলে পাচ্ছেন ১২% ডিসকাউন্ট। কোড: TRAIN12।
484,promo,Banglalink গ্রাহকদের জন্য শুক্রবার বিশেষ অফার: ৪ জিবি মাত্র ৭৯ টাকা। বৈধতা ৩ দিন।
485,promo,Daraz App ডাউনলোড করলেই নতুন ইউজাররা পাচ্ছেন ২৫০ টাকা ভাউচার। শপিং শুরু করুন আজই।
486,promo,GP গ্রাহকরা বিল পরিশোধ করলে ৫% ক্যাশব্যাক পাবেন। অফার মাস শেষ হওয়া পর্যন্ত বৈধ।
487,promo,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস পাচ্ছেন। সীমিত সময়ের অফার।
488,promo,Pathao Food থেকে অর্ডার করলে কোড FOOD30 ব্যবহার করে ৩০% ছাড় পান। অফার আজ পর্যন্ত।
489,promo,Banglalink গ্রাহকরা ১০০ টাকা রিচার্জে পাচ্ছেন ১০০ এসএমএস ফ্রি। অফার বৈধ আজ রাত পর্যন্ত।
490,promo,"Daraz Gadget Fair চলছে! স্মার্টওয়াচ, হেডফোন আর ট্যাবলেটে সর্বোচ্চ ৫০% ছাড়।"
491,promo,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।
492,normal,আজ সকালে ঘুম থেকে উঠে দেখি বৃষ্টি হচ্ছে। চা বানিয়ে বারান্দায় বসে গান শুনছিলাম। মনে হচ্ছিলো সারাদিন এভাবেই কেটে যাক।
493,normal,গতকাল রাতে সবাই মিলে ফুটবল খেলতে গিয়েছিলাম। অনেকদিন পর খেলাটা দারুণ উপভোগ করেছি। শরীরটা ভালোভাবে ঝালিয়ে নেওয়া হলো।
494,normal,"আজ দুপুরে বাজারে গিয়ে মাছ কিনলাম। ইলিশ অনেক দামি হয়ে গেছে, তবে ছোট মাছগুলোর দাম মোটামুটি। রান্না করে সবাই মিলে খাওয়ার প্ল্যান করছি।"
495,normal,আজকে অফিসে প্রচুর কাজ ছিল। বস বারবার রিপোর্ট চাইছিলেন। তবে টিমওয়ার্ক ভালো হওয়ায় সময়মতো শেষ করতে পেরেছি।
496,normal,সন্ধ্যায় বন্ধুরা নিয়ে ক্যাফেতে আড্ডা দিলাম। অনেকদিন পর একসাথে বসে গল্প করলাম। হাসি-মজায় সময়টা দুর্দান্ত কেটেছে।
497,normal,আজকে সারাদিন মাথা ব্যথা করছে। হয়তো ঘুম কম হয়েছে। ভাবছি একটু তাড়াতাড়ি শুয়ে পড়বো।
498,normal,"গত সপ্তাহে নতুন একটা বই কিনেছিলাম। নামটা দারুণ ইন্টারেস্টিং, পড়া শুরু করতেই গল্পে ডুবে গেছি। কালকে শেষ করার চেষ্টা করবো।"
499,normal,আজ বিকেলে পার্কে হাঁটতে গিয়েছিলাম। ঠাণ্ডা বাতাসে হাঁটা খুবই আরামদায়ক ছিল। অনেকদিন পর ভালো লাগলো।
500,normal,কাল রাতে বাংলাদেশ আর ভারতের খেলা দেখলাম। ম্যাচটা একেবারে শেষ পর্যন্ত উত্তেজনাপূর্ণ ছিল। বন্ধুদের সাথে দারুণ সময় কাটলো।
501,normal,"আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও খুব বেশি না। ভাবছি আবারও যাবো।"
502,normal,আমাদের কলেজে আগামী মাসে বার্ষিক অনুষ্ঠান হবে। সবাই প্রস্তুতি নিচ্ছে। আমরা একটা নাটক করার পরিকল্পনা করছি।
503,normal,আজকে অনেকদিন পর এক আত্মীয়ের সাথে দেখা হলো। সবাই মিলে আড্ডা দিলাম। ছোটবেলার গল্পগুলো মনে পড়ে যাচ্ছিলো।
504,normal,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।
505,normal,"কাল রাতে নতুন সিনেমাটা দেখলাম। গল্পটা দারুণ ছিল, একেবারে মন ছুঁয়ে গেছে। আবার দেখতে ইচ্ছে করছে।"
506,normal,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।
507,normal,আজ সকালে হালকা ব্যায়াম করলাম। শরীরটা ফ্রেশ লাগছে। প্রতিদিন নিয়মিত করলে আরও ভালো লাগবে।
508,normal,আমরা পরের সপ্তাহে কক্সবাজার যাওয়ার প্ল্যান করছি। সমুদ্র দেখতে যাওয়ার জন্য সবাই ভীষণ উত্তেজিত।
509,normal,আজ বিকেলে এক কাপ কফি খেতে খেতে পুরোনো দিনের কথা মনে পড়ছিলো। স্কুল জীবনের আড্ডাগুলো ভীষণ মিস করছি।
510,normal,তুমি কি রবিবার ফ্রি আছো? আমরা কয়েকজন মিলে কনসার্টে যাচ্ছি। চাইলে তোমিও আমাদের সাথে যেতে পারো।
511,normal,আজ সকালে হাঁটতে বের হয়েছিলাম। ঠাণ্ডা বাতাসে মনটা ফ্রেশ হয়ে গেলো। দিনের শুরুটা সুন্দর হলো।
512,smish,আপনার ডাচ্-বাংলা ব্যাংক অ্যাকাউন্টে অননুমোদিত লগইন শনাক্ত হয়েছে। নিরাপত্তার কারণে ৭২ ঘণ্টার মধ্যে dbblsecureupdate.org এ গিয়ে OTP ও পাসওয়ার্ড যাচাই করুন। না করলে অ্যাকাউন্ট স্থায়ীভাবে ব্লক হয়ে যাবে।
513,smish,"বিকাশ ব্যবহারকারী, আপনার একাউন্টে ১৫,০০০ টাকা অননুমোদিতভাবে স্থানান্তর হয়েছে। অবিলম্বে bkash-verifybd.org এ লগইন করুন এবং পিন/OTP প্রদান করুন। সতর্কবার্তা: ২৪ ঘণ্টার মধ্যে ব্যবস্থা না নিলে একাউন্ট স্থগিত হবে।"
514,smish,"সোনালী ব্যাংক থেকে সতর্কতা: আপনার কার্ডে ৮৫,০০০ টাকার লেনদেন অনুমোদন ছাড়া হয়েছে। এখনই sonali-cardverify.org এ গিয়ে CVV, OTP এবং নাম্বার যাচাই করুন। না করলে কার্ড ব্লক হবে।"
515,smish,"গ্রামীণফোন গ্রাহক, আপনার সিম থেকে সন্দেহজনক কল শনাক্ত হয়েছে। পরিষেবা চালু রাখতে gp-simverify24.org এ নাম, জন্মতারিখ ও OTP দিন। যাচাই সম্পন্ন না হলে সিম বন্ধ হবে।"
516,smish,Robi অ্যাকাউন্টে অস্বাভাবিক কার্যক্রম শনাক্ত হয়েছে। পুনরায় চালু করতে robicare-safebd.org এ লগইন করুন এবং নাম্বার ও OTP যাচাই করুন। ২৪ ঘণ্টার মধ্যে ব্যবস্থা নিন।
517,smish,"বাংলাদেশ জাতীয় লটারি থেকে অভিনন্দন! আপনি ১,০০,০০০ টাকার পুরস্কার জিতেছেন। দাবি করতে bdlottery-prizeclaim.org এ NID কপি এবং বিকাশ নাম্বার পাঠান।"
518,smish,Facebook নিরাপত্তা সতর্কতা: আপনার একাউন্ট বাংলাদেশ থেকে অননুমোদিত অ্যাক্সেস পেয়েছে। একাউন্ট রক্ষা করতে fb-secureverify24.org এ গিয়ে OTP দিন।
519,smish,"DBBL কার্ড লেনদেন ব্যর্থ হয়েছে। পুনরায় সক্রিয় করতে dbbl-cardsecure.org এ লগইন করুন এবং কার্ড নম্বর, CVV ও OTP দিন। না করলে কার্ড ব্লক হবে।"
520,smish,GP App লগইন ব্যর্থ হয়েছে। এখনই gp-appresetbd.org এ লগইন করে পাসওয়ার্ড রিসেট করুন। না হলে ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।
521,smish,"Banglalink গ্রাহক, আপনার নম্বর ব্লক হতে চলেছে। সেবা চালু রাখতে bl-verify24.org এ জাতীয় পরিচয়পত্র যাচাই করুন।"
522,smish,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।"
523,smish,"সোনালী ব্যাংক কার্ডধারী, আপনার অনলাইন লেনদেন যাচাই করা প্রয়োজন। এখনই sonali-cardupdate24.org এ লগইন করুন। না করলে কার্ড স্থগিত হবে।"
524,smish,"Robi গ্রাহক, আপনার সিম যাচাই করা প্রয়োজন। robicare-verify24.org এ লগইন করে নাম, জন্মতারিখ ও OTP দিন। না হলে সিম বন্ধ হবে।"
525,smish,বাংলালিংক থেকে সতর্কবার্তা: আপনার রিচার্জ বোনাস স্থগিত। পুনরায় চালু করতে bl-offerverify24.org এ তথ্য দিন।
526,smish,"GP গ্রাহক, ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট ব্লক এড়াতে gp-safeverify24.org এ লগইন করুন। নাম্বার ও OTP দিন।"
527,smish,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,৫০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। dbbl-fundrelease24.org এ যাচাই করুন।"
528,smish,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। bkash-safelogin24.org এ গিয়ে পাসওয়ার্ড রিসেট করুন।
529,smish,"Microsoft Lottery থেকে শুভেচ্ছা! আপনি ৩০,০০০ ডলার জিতেছেন। bd-microsoftprize24.org এ লগইন করুন।"
530,smish,সোনালী ব্যাংক ইন্টারনেট ব্যাংকিং সাসপেন্ড হয়েছে। sonali-ibverify24.org এ যান এবং ডিটেইলস দিন।
531,smish,গ্রামীণফোন থেকে বার্তা: আপনার অ্যাকাউন্টে অননুমোদিত কার্যক্রম। gp-securebd24.org এ যাচাই করুন।
532,promo,"Daraz Mega Sale শুরু হয়েছে! ফ্যাশন, ইলেকট্রনিক্স আর হোম প্রোডাক্টে ৫০% পর্যন্ত ডিসকাউন্ট। কোড: BIGSALE50 ব্যবহার করুন। সীমিত সময়ের জন্য।"
533,promo,"GP গ্রাহকরা আজ পাচ্ছেন ৩ জিবি মাত্র ৪৯ টাকা, বৈধতা ৩ দিন। *121*49# ডায়াল করুন। অফার আজ রাত পর্যন্ত।"
534,promo,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি হেডফোন। স্টক শেষ হওয়া পর্যন্ত।
535,promo,"Banglalink ফ্ল্যাশ অফার: ২ জিবি মাত্র ১৯ টাকা, বৈধতা ২৪ ঘণ্টা। *5000*19# ডায়াল করুন।"
536,promo,Shohoz Food App-এ আজ সব অর্ডারে ২০% ছাড়। কোড: SHOHOZ20 ব্যবহার করুন।
537,promo,Daraz Electronics Fair! ল্যাপটপ ও গ্যাজেট কিনলে ৩০% ডিসকাউন্ট।
538,promo,Robi গ্রাহকরা ২০০ টাকা রিচার্জ করলে ২ জিবি ফ্রি পাবেন। সীমিত সময়ের জন্য।
539,promo,GP App দিয়ে রিচার্জ করলে ১০% ক্যাশব্যাক। মাসের শেষ পর্যন্ত প্রযোজ্য।
540,promo,Pathao Rides এ আজ ২৫% ডিসকাউন্ট। কোড PATHAO25 ব্যবহার করুন।
541,promo,Banglalink Game Portal-এ সাবস্ক্রিপশন প্রথম সপ্তাহ ফ্রি। সীমিত সময়ের জন্য।
542,promo,Daraz Mall-এ শপিং করলে ২০০ টাকা ডিসকাউন্ট ভাউচার ফ্রি। নতুন ইউজারদের জন্য।
543,promo,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।
544,promo,Robi Music App-এ ৩০ দিনের সাবস্ক্রিপশন মাত্র ৩৯ টাকা। গান শুনুন সীমাহীন।
545,promo,Shohoz Tickets দিয়ে ট্রেন টিকিট কিনলে ১২% ছাড়। কোড: TRAIN12।
546,promo,Banglalink গ্রাহকরা শুক্রবার ৪ জিবি মাত্র ৭৯ টাকায় পাবেন। বৈধতা ৩ দিন।
547,promo,Daraz App ডাউনলোড করলে নতুন ইউজাররা পাচ্ছেন ২৫০ টাকা ভাউচার।
548,promo,GP গ্রাহকরা বিল পরিশোধ করলে ৫% ক্যাশব্যাক পাবেন।
549,promo,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস। সীমিত সময়ের অফার।
550,promo,Pathao Food অর্ডারে কোড FOOD30 ব্যবহার করে ৩০% ছাড়।
551,promo,Banglalink গ্রাহকরা ১০০ টাকা রিচার্জে ১০০ এসএমএস ফ্রি পাবেন।
552,promo,"Daraz Gadget Fair! স্মার্টওয়াচ, হেডফোন ও ট্যাবলেটে ৫০% ছাড়।"
553,promo,Shohoz Rides সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে।
554,normal,আজ সকালে ঘুম থেকে উঠে দেখি বৃষ্টি হচ্ছে। চা বানিয়ে বারান্দায় বসে গান শুনছিলাম। সারাদিন এভাবেই কাটতে ইচ্ছে করছিল।
555,normal,গতকাল রাতে সবাই মিলে ফুটবল খেললাম। অনেকদিন পর খেলাটা দারুণ উপভোগ করেছি।
556,normal,"আজ দুপুরে বাজারে গিয়ে মাছ কিনলাম। ইলিশ অনেক দামি, তবে ছোট মাছের দাম ঠিক আছে।"
557,normal,আজকে অফিসে প্রচুর কাজ ছিল। বস বারবার রিপোর্ট চাইছিলেন। তবে টিমওয়ার্ক ভালো হওয়ায় শেষ করতে পেরেছি।
558,normal,সন্ধ্যায় বন্ধুরা নিয়ে ক্যাফেতে আড্ডা দিলাম। অনেকদিন পর গল্প করলাম।
559,normal,আজকে সারাদিন মাথা ব্যথা করছে। হয়তো ঘুম কম হয়েছে। ভাবছি দ্রুত শুয়ে পড়বো।
560,normal,"গত সপ্তাহে নতুন বই কিনেছিলাম। গল্পটা দারুণ, পড়তে শুরু করতেই ডুবে গেছি।"
561,normal,আজ বিকেলে পার্কে হাঁটতে গিয়েছিলাম। বাতাসে হাঁটা খুব আরামদায়ক ছিল।
562,normal,কাল রাতে বাংলাদেশ আর ভারতের খেলা দেখলাম। ম্যাচটা একেবারে উত্তেজনাপূর্ণ ছিল।
563,normal,"আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও ঠিক।"
564,normal,আমাদের কলেজে আগামী মাসে বার্ষিক অনুষ্ঠান হবে। সবাই প্রস্তুতি নিচ্ছে।
565,normal,আজকে অনেকদিন পর এক আত্মীয়ের সাথে দেখা হলো। সবাই আড্ডা দিল।
566,normal,আজ সকালে বিদ্যুৎ ছিল না। সবকিছু গরম ও অস্বস্তিকর লাগছিল।
567,normal,কাল রাতে নতুন সিনেমা দেখলাম। গল্পটা দারুণ ছিল। আবার দেখতে ইচ্ছে করছে।
568,normal,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো।
569,normal,আজ সকালে হালকা ব্যায়াম করলাম। শরীরটা ফ্রেশ লাগছে।
570,normal,পরের সপ্তাহে কক্সবাজার যাওয়ার প্ল্যান করছি। সমুদ্র দেখতে উত্তেজনা আছে।
571,normal,আজ বিকেলে এক কাপ কফি খেতে খেতে পুরোনো দিনের কথা মনে পড়ছিল।
572,normal,তুমি কি রবিবার ফ্রি আছো? আমরা কনসার্টে যাচ্ছি। চাইলে তুমি আসো।
573,normal,আজ সকালে হাঁটতে বের হলাম। ঠাণ্ডা বাতাসে মন ফ্রেশ হলো।
574,normal,আমরা শুক্রবার গ্রামের বাড়ি যাচ্ছি। মাছ ধরার প্ল্যান আছে। তুমি আসবে তো?
575,normal,আজ বিকেলে বন্ধুদের সঙ্গে চা খেয়েছি। অনেকদিন পর আড্ডা দিলাম।
576,normal,আজ সকালে অফিসের মিটিংয়ে অনেক গুরুত্বপূর্ণ সিদ্ধান্ত নেওয়া হয়েছে।
577,normal,আজ দুপুরে বাজারে গেলাম। সবজির দাম অনেক বেড়ে গেছে।
578,normal,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।
579,normal,কালকে স্কুলে গিয়েছিলাম। নতুন শিক্ষক দারুণভাবে ক্লাস নিলেন।
580,normal,আজ সকালে নতুন কফি শপে বসে কাজ করেছি। শান্ত পরিবেশ ছিল।
581,normal,আমার ল্যাপটপ ঠিক মতো কাজ করছে। পড়াশোনা অনেক সহজ হচ্ছে।
582,normal,আজ বিকেলে রাস্তায় হাঁটতে গিয়েছিলাম। বাতাসটা ঠাণ্ডা ও মনোরম ছিল।
